person_id,first_name,last_name,display_first_last,birthdate,country,height,weight,jersey,position,team_id,team_name,team_abbreviation,team_city,from_year,to_year,draft_year,draft_round,draft_number
1043,Amal,McCaskill,Amal McCaskill,1973-10-28,USA,6-11,235.0,00,Center,1610612755,76ers,PHI,Philadelphia,1996.0,2003.0,1996,2,49
1627775,Patrick,McCaw,Patrick McCaw,1995-10-25,USA,6-7,181.0,,Guard,0,,,,2016.0,2020.0,2016,2,38
77509,Dwayne,McClain,Dwayne McClain,1963-02-07,USA,6-6,185.0,44,Guard,1610612754,Pacers,IND,Indiana,1985.0,1985.0,1985,2,27
45,George,McCloud,George McCloud,1967-05-27,USA,6-8,230.0,21,Forward,1610612754,Pacers,IND,Indiana,1989.0,2002.0,1989,1,7
1630644,Mac,McClung,Mac McClung,1999-01-06,USA,6-2,185.0,9,Guard,1610612755,76ers,PHI,Philadelphia,2021.0,2022.0,Undrafted,Undrafted,Undrafted
1622,Rodney,McCray,Rodney McCray,1961-08-29,USA,6-8,220.0,22,Forward,1610612745,Rockets,HOU,Houston,1983.0,1992.0,1983,1,3
1628571,Erik,McCree,Erik McCree,1993-12-20,USA,6-8,225.0,21,Forward,1610612762,Jazz,UTA,Utah,2017.0,2017.0,Undrafted,Undrafted,Undrafted
77520,John,McCullough,John McCullough,1956-10-05,USA,6-4,190.0,8,Guard,1610612756,Suns,PHX,Phoenix,1981.0,1981.0,1979,4,85
1629667,Jalen,McDaniels,Jalen McDaniels,1998-01-31,USA,6-9,205.0,7,Forward-Center,1610612755,76ers,PHI,Philadelphia,2019.0,2022.0,2019,2,52
1630253,Sean,McDermott,Sean McDermott,1996-11-03,USA,6-6,195.0,30,Forward,1610612763,Grizzlies,MEM,Memphis,2020.0,2020.0,Undrafted,Undrafted,Undrafted
77524,Ben,McDonald,Ben McDonald,1962-07-20,USA,6-8,210.0,30,Forward,1610612744,Warriors,GOS,Golden State,1985.0,1988.0,1984,3,50
77527,Hank,McDowell,Hank McDowell,1959-11-13,USA,6-9,215.0,41,Forward,1610612746,Clippers,SDC,San Diego,1981.0,1986.0,1981,5,102
686,Antonio,McDyess,Antonio McDyess,1974-09-07,USA,6-9,245.0,34,Forward-Center,1610612765,Pistons,DET,Detroit,1995.0,2010.0,1995,1,2
200829,Ivan,McFarlin,Ivan McFarlin,1982-04-26,USA,6-7,229.0,,Forward,0,,,,2006.0,2006.0,Undrafted,Undrafted,Undrafted
203956,Mitch,McGary,Mitch McGary,1992-06-06,USA,6-10,255.0,33,Forward,1610612760,Thunder,OKC,Oklahoma City,2014.0,2015.0,2014,1,21
77530,Mike,McGee,Mike McGee,1959-07-29,USA,6-5,190.0,40,Forward,1610612747,Lakers,LAL,Los Angeles,1981.0,1989.0,1981,1,19
1503,Tracy,McGrady,Tracy McGrady,1979-05-24,USA,6-8,225.0,1,Guard-Forward,1610612745,Rockets,HOU,Houston,1997.0,2012.0,1997,1,9
29,Jim,McIlvaine,Jim McIlvaine,1972-07-30,USA,,,,Center,0,,,,1994.0,2000.0,1994,2,32
976,Jeff,McInnis,Jeff McInnis,1974-10-22,USA,6-4,190.0,,Guard,0,,,,1996.0,2007.0,1996,2,37
77541,Kevin,McKenna,Kevin McKenna,1959-01-08,USA,6-5,195.0,12,Forward,1610612751,Nets,NJN,New Jersey,1981.0,1987.0,1981,4,88
77542,Forrest,McKenzie,Forrest McKenzie,1963-02-16,USA,6-7,200.0,7,Forward,1610612759,Spurs,SAS,San Antonio,1986.0,1986.0,1986,3,48
365,Derrick,McKey,Derrick McKey,1966-10-10,USA,6-10,241.0,9,Forward,1610612754,Pacers,IND,Indiana,1987.0,2001.0,1987,1,9
243,Aaron,McKie,Aaron McKie,1972-10-02,USA,6-5,209.0,2,Guard,1610612755,76ers,PHI,Philadelphia,1994.0,2006.0,1994,1,17
77547,Billy,McKinney,Billy McKinney,1955-06-05,USA,6-0,160.0,,Guard,1610612743,Nuggets,DEN,Denver,1978.0,1985.0,1977,6,115
1630605,JaQuori,McLaughlin,JaQuori McLaughlin,1998-01-29,USA,6-4,190.0,,Guard,0,,,,2021.0,2021.0,Undrafted,Undrafted,Undrafted
203,Nate,McMillan,Nate McMillan,1964-08-03,USA,6-5,210.0,10,Guard-Forward,1610612760,SuperSonics,SEA,Seattle,1986.0,1997.0,1986,2,30
77553,Tom,McMillen,Tom McMillen,1952-05-26,USA,6-11,215.0,54,Forward,1610612737,Hawks,ATL,Atlanta,1975.0,1985.0,1974,1,9
77558,Mark,McNamara,Mark McNamara,1959-06-08,USA,6-11,235.0,31,Center,1610612755,76ers,PHI,Philadelphia,1982.0,1990.0,1982,1,22
202077,Jerel,McNeal,Jerel McNeal,1987-06-01,USA,6-3,200.0,8,Guard,1610612756,Suns,PHX,Phoenix,2012.0,2014.0,Undrafted,Undrafted,Undrafted
77560,Chris,McNealy,Chris McNealy,1961-07-15,USA,6-7,210.0,14,Forward,1610612752,Knicks,NYK,New York,1985.0,1987.0,1983,2,38
2101,Paul,McPherson,Paul McPherson,1978-07-03,USA,6-4,210.0,23,Guard,1610612756,Suns,PHX,Phoenix,2000.0,2000.0,Undrafted,Undrafted,Undrafted
77565,Cozell,McQueen,Cozell McQueen,1962-01-18,USA,6-11,235.0,40,Forward,1610612765,Pistons,DET,Detroit,1986.0,1986.0,1985,4,91
201975,Jodie,Meeks,Jodie Meeks,1987-08-21,USA,6-4,210.0,20,Guard,1610612755,76ers,PHI,Philadelphia,2009.0,2018.0,2009,2,41
203539,Gal,Mekel,Gal Mekel,1988-03-04,Israel,6-3,191.0,,Guard,0,,,,2013.0,2014.0,Undrafted,Undrafted,Undrafted
203097,Fab,Melo,Fab Melo,1990-06-20,Brazil,7-0,255.0,13,Center,1610612738,Celtics,BOS,Boston,2012.0,2012.0,2012,1,22
1629001,De'Anthony,Melton,De'Anthony Melton,1998-05-28,USA,6-2,200.0,8,Guard,1610612755,76ers,PHI,Philadelphia,2018.0,2022.0,2018,2,46
77582,Joe,Meriweather,Joe Meriweather,1953-10-26,USA,6-10,215.0,50,Center,1610612758,Kings,KCK,Kansas City,1975.0,1984.0,1975,1,11
684,Loren,Meyer,Loren Meyer,1972-12-30,USA,6-10,260.0,34,Center-Forward,1610612742,Mavericks,DAL,Dallas,1995.0,1998.0,1995,1,24
77588,Larry,Micheaux,Larry Micheaux,1960-03-24,USA,6-9,220.0,40,Forward,1610612745,Rockets,HOU,Houston,1983.0,1984.0,1983,2,29
1626175,Jordan,Mickey,Jordan Mickey,1994-07-09,USA,6-8,235.0,25,Center-Forward,1610612738,Celtics,BOS,Boston,2015.0,2017.0,2015,2,33
203114,Khris,Middleton,Khris Middleton,1991-08-12,USA,6-7,222.0,22,Forward,1610612749,Bucks,MIL,Milwaukee,2012.0,2022.0,2012,2,39
2036,Chris,Mihm,Chris Mihm,1979-07-16,USA,7-0,265.0,4,Center,1610612739,Cavaliers,CLE,Cleveland,2000.0,2008.0,2000,1,7
1628450,Eric,Mika,Eric Mika,1995-01-05,USA,6-10,233.0,,Center-Forward,0,,,,2019.0,2019.0,2017,,
2032,Darius,Miles,Darius Miles,1981-10-09,USA,6-9,235.0,3,Forward,1610612746,Clippers,LAC,Los Angeles,2000.0,2008.0,2000,1,3
1527,Marko,Milic,Marko Milic,1977-05-05,Slovenia,6-6,235.0,,Guard,0,,,,1997.0,1998.0,1997,2,33
2545,Darko,Milicic,Darko Milicic,1985-06-20,Serbia,7-0,275.0,,Center,0,,,,2003.0,2012.0,2003,1,2
292,Anthony,Miller,Anthony Miller,1971-10-22,USA,6-9,255.0,,Forward,0,,,,1994.0,2004.0,1994,2,39
77603,Bob,Miller,Bob Miller,1956-07-09,USA,6-10,230.0,41,Forward,1610612759,Spurs,SAS,San Antonio,1983.0,1983.0,1978,4,85
203121,Darius,Miller,Darius Miller,1990-03-21,USA,6-6,225.0,,Forward,0,,,,2012.0,2020.0,2012,2,46
932,Oliver,Miller,Oliver Miller,1970-04-06,USA,6-9,315.0,3,Center,1610612756,Suns,PHX,Phoenix,1992.0,2003.0,1992,1,22
168,Chris,Mills,Chris Mills,1970-01-25,USA,6-7,220.0,34,Forward,1610612739,Cavaliers,CLE,Cleveland,1993.0,2002.0,1993,1,22
201988,Patty,Mills,Patty Mills,1988-08-11,Australia,6-0,180.0,8,Guard,1610612751,Nets,BKN,Brooklyn,2009.0,2022.0,2009,2,55
371,Terry,Mills,Terry Mills,1967-12-21,USA,,,,Forward,0,,,,1990.0,2000.0,1990,1,16
114,Harold,Miner,Harold Miner,1971-05-05,USA,6-5,210.0,4,Guard,1610612748,Heat,MIA,Miami,1992.0,1995.0,1992,1,12
1631169,Josh,Minott,Josh Minott,2002-11-25,USA,6-8,205.0,8,Forward,1610612750,Timberwolves,MIN,Minnesota,2022.0,2022.0,2022,2,45
202703,Nikola,Mirotic,Nikola Mirotic,1991-02-11,Montenegro,6-10,250.0,41,Forward,1610612741,Bulls,CHI,Chicago,2014.0,2018.0,2011,1,23
1630558,Davion,Mitchell,Davion Mitchell,1998-09-05,USA,6-0,202.0,15,Guard,1610612758,Kings,SAC,Sacramento,2021.0,2022.0,2021,1,9
203502,Tony,Mitchell,Tony Mitchell,1992-04-07,USA,,,,,0,,,,2013.0,2016.0,2013,2,37
2040,Jerome,Moiso,Jerome Moiso,1978-06-15,France,6-10,260.0,,Forward,0,,,,2000.0,2004.0,2000,1,11
77623,Paul,Mokeski,Paul Mokeski,1957-01-03,USA,7-0,250.0,44,Center,1610612749,Bucks,MIL,Milwaukee,1979.0,1990.0,1979,2,42
77626,Sidney,Moncrief,Sidney Moncrief,1957-09-21,USA,6-4,180.0,4,Guard,1610612749,Bucks,MIL,Milwaukee,1979.0,1990.0,1979,1,5
1631320,Chima,Moneke,Chima Moneke,1995-12-24,Nigeria,6-5,223.0,,Forward,0,,,,2022.0,2022.0,Undrafted,Undrafted,Undrafted
202328,Greg,Monroe,Greg Monroe,1990-06-04,USA,6-10,250.0,15,Forward-Center,1610612750,Timberwolves,MIN,Minnesota,2010.0,2021.0,2010,1,7
77628,Rodney,Monroe,Rodney Monroe,1968-04-16,USA,6-3,185.0,12,Guard,1610612737,Hawks,ATL,Atlanta,1991.0,1991.0,1991,2,30
1629875,Xavier,Moon,Xavier Moon,1995-01-02,USA,6-0,165.0,15,Guard,1610612746,Clippers,LAC,LA,2021.0,2022.0,Undrafted,Undrafted,Undrafted
77632,Andre,Moore,Andre Moore,1964-07-02,USA,6-9,215.0,53,Forward,1610612743,Nuggets,DEN,Denver,1987.0,1987.0,1987,2,31
1629630,Ja,Morant,Ja Morant,1999-08-10,USA,6-2,174.0,12,Guard,1610612763,Grizzlies,MEM,Memphis,2019.0,2022.0,2019,1,2
77640,Guy,Morgan,Guy Morgan,1960-08-23,USA,6-8,205.0,35,Guard,1610612754,Pacers,IND,Indiana,1982.0,1982.0,1982,2,40
356,Chris,Morris,Chris Morris,1966-01-20,USA,6-8,228.0,34,Forward,1610612751,Nets,NJN,New Jersey,1988.0,1998.0,1988,1,4
1628537,Jaylen,Morris,Jaylen Morris,1995-09-19,USA,6-5,185.0,,Guard,0,,,,2017.0,2021.0,Undrafted,Undrafted,Undrafted
202694,Marcus,Morris Sr.,Marcus Morris Sr.,1989-09-02,USA,6-8,218.0,8,Forward,1610612746,Clippers,LAC,LA,2011.0,2022.0,2011,1,14
77654,Perry,Moss,Perry Moss,1958-11-11,USA,6-2,185.0,10,Guard,1610612744,Warriors,GOS,Golden State,1985.0,1986.0,1982,3,69
734,Lawrence,Moten,Lawrence Moten,1972-03-25,USA,6-5,185.0,,Guard,0,,,,1995.0,1997.0,1995,2,36
202700,Donatas,Motiejunas,Donatas Motiejunas,1990-09-20,Lithuania,7-0,220.0,28,Forward-Center,1610612745,Rockets,HOU,Houston,2012.0,2018.0,2011,1,20
2069,Hanno,Mottola,Hanno Mottola,1976-09-09,Finland,6-11,247.0,13,Center-Forward,1610612737,Hawks,ATL,Atlanta,2000.0,2001.0,2000,2,40
297,Alonzo,Mourning,Alonzo Mourning,1970-02-08,USA,6-10,261.0,33,Center,1610612748,Heat,MIA,Miami,1992.0,2007.0,1992,1,2
202389,Timofey,Mozgov,Timofey Mozgov,1986-07-16,Russia,7-1,275.0,21,Center,1610612743,Nuggets,DEN,Denver,2010.0,2018.0,Undrafted,Undrafted,Undrafted
1626144,Emmanuel,Mudiay,Emmanuel Mudiay,1996-03-05,DRC,6-3,200.0,,Guard,0,,,,2015.0,2021.0,2015,1,7
904,Chris,Mullin,Chris Mullin,1963-07-30,USA,,,17,Forward,0,,,,1985.0,2000.0,1985,1,7
942,Todd,Mundt,Todd Mundt,1970-05-17,USA,7-0,255.0,51,Center,1610612737,Hawks,ATL,Atlanta,1995.0,1995.0,Undrafted,Undrafted,Undrafted
204098,Xavier,Munford,Xavier Munford,1992-06-01,USA,6-4,173.0,0,Guard,1610612763,Grizzlies,MEM,Memphis,2015.0,2017.0,2014,,
785,Eric,Murdock,Eric Murdock,1968-06-14,USA,6-1,190.0,,Guard,0,,,,1991.0,1999.0,1991,1,21
49,Gheorghe,Muresan,Gheorghe Muresan,1971-02-14,Romania,7-7,303.0,77,Center,1610612764,Bullets,WAS,Washington,1993.0,1999.0,1993,2,30
1630278,Ade,Murkey,Ade Murkey,1998-01-29,USA,6-5,200.0,,Guard,0,,,,2021.0,2021.0,Undrafted,Undrafted,Undrafted
77669,Calvin,Murphy,Calvin Murphy,1948-05-09,USA,5-9,165.0,23,Guard,1610612745,Rockets,HOU,Houston,1970.0,1982.0,1970,2,18
203513,Erik,Murphy,Erik Murphy,1990-10-26,Finland,6-10,230.0,33,Forward,1610612741,Bulls,CHI,Chicago,2013.0,2013.0,2013,2,49
77673,Ronnie,Murphy,Ronnie Murphy,1964-07-29,USA,6-5,225.0,34,Forward,1610612757,Trail Blazers,POR,Portland,1987.0,1987.0,1987,1,17
1630530,Trey,Murphy III,Trey Murphy III,2000-06-18,USA,6-8,206.0,25,Forward,1610612740,Pelicans,NOP,New Orleans,2021.0,2022.0,2021,1,17
1627749,Dejounte,Murray,Dejounte Murray,1996-09-19,USA,6-5,180.0,5,Guard,1610612737,Hawks,ATL,Atlanta,2016.0,2022.0,2016,1,29
2436,Flip,Murray,Flip Murray,1979-07-29,USA,6-3,200.0,6,Guard,1610612760,SuperSonics,SEA,Seattle,2002.0,2009.0,2002,2,41
1631099,Keegan,Murray,Keegan Murray,2000-08-19,USA,6-8,225.0,13,Forward,1610612758,Kings,SAC,Sacramento,2022.0,2022.0,2022,1,4
441,Lamond,Murray,Lamond Murray,1973-04-20,USA,6-7,235.0,31,Forward,1610612746,Clippers,LAC,Los Angeles,1994.0,2005.0,1994,1,7
145,Tracy,Murray,Tracy Murray,1971-07-25,USA,6-7,230.0,,Forward,0,,,,1992.0,2003.0,1992,1,18
1629058,Dzanan,Musa,Dzanan Musa,1999-05-08,Bosnia and Herzegovina,6-9,217.0,13,Guard-Forward,1610612751,Nets,BKN,Brooklyn,2018.0,2019.0,2018,1,29
203488,Mike,Muscala,Mike Muscala,1991-07-01,USA,6-11,240.0,57,Forward-Center,1610612738,Celtics,BOS,Boston,2013.0,2022.0,2013,2,44
939,Pete,Myers,Pete Myers,1963-09-15,USA,6-6,180.0,,Guard,0,,,,1986.0,1997.0,1986,6,120
2055,Mamadou,N'diaye,Mamadou N'diaye,1975-06-16,Senegal,7-0,255.0,34,Center,1610612761,Raptors,TOR,Toronto,2000.0,2004.0,2000,1,26
1627846,Abdel,Nader,Abdel Nader,1993-09-25,Egypt,6-5,225.0,,Forward,0,,,,2017.0,2021.0,2016,2,58
1924,Lee,Nailon,Lee Nailon,1975-02-22,USA,6-9,241.0,,Forward,0,,,,2000.0,2005.0,1999,2,43
203894,Shabazz,Napier,Shabazz Napier,1991-07-14,USA,6-0,175.0,5,Guard,1610612757,Trail Blazers,POR,Portland,2014.0,2019.0,2014,1,24
959,Steve,Nash,Steve Nash,1974-02-07,Canada,6-3,178.0,10,Guard,1610612756,Suns,PHX,Phoenix,1996.0,2013.0,1996,1,15
77689,Swen,Nater,Swen Nater,1950-01-14,USA,6-11,240.0,41,Center,1610612746,Clippers,SDC,San Diego,1976.0,1983.0,1973,1,16
77691,Calvin,Natt,Calvin Natt,1957-01-08,USA,6-6,220.0,42,Forward,1610612757,Trail Blazers,POR,Portland,1979.0,1989.0,1979,1,8
1626254,Maurice,Ndour,Maurice Ndour,1992-06-18,Senegal,6-9,200.0,2,Forward,1610612752,Knicks,NYK,New York,2016.0,2016.0,Undrafted,Undrafted,Undrafted
77697,Ed,Nealy,Ed Nealy,1960-02-19,USA,6-7,238.0,45,Forward,1610612758,Kings,KCK,Kansas City,1982.0,1992.0,1982,8,166
203517,Nemanja,Nedovic,Nemanja Nedovic,1991-06-16,Serbia,6-3,192.0,8,Guard,1610612744,Warriors,GSW,Golden State,2013.0,2013.0,2013,1,30
2749,Jameer,Nelson,Jameer Nelson,1982-02-09,USA,6-0,190.0,41,Guard,1610612753,Magic,ORL,Orlando,2004.0,2017.0,2004,1,20
1129,Ruben,Nembhard,Ruben Nembhard,1972-02-20,USA,6-3,208.0,,Guard,0,,,,1996.0,1996.0,Undrafted,Undrafted,Undrafted
77704,Martin,Nessley,Martin Nessley,1965-02-16,USA,7-2,260.0,51,Forward,1610612746,Clippers,LAC,Los Angeles,1987.0,1987.0,1987,6,116
77707,Chuck,Nevitt,Chuck Nevitt,1959-06-13,USA,7-5,217.0,52,Center,1610612765,Pistons,DET,Detroit,1982.0,1993.0,1982,3,63
77710,Mike,Newlin,Mike Newlin,1949-01-02,USA,6-4,200.0,14,Guard,1610612745,Rockets,HOU,Houston,1971.0,1981.0,1971,2,24
1629005,Malik,Newman,Malik Newman,1997-02-21,USA,6-3,190.0,,Guard,0,,,,2019.0,2021.0,2018,,
1627777,Georges,Niang,Georges Niang,1993-06-17,USA,6-7,230.0,20,Forward,1610612755,76ers,PHI,Philadelphia,2016.0,2022.0,2016,2,50
201193,Demetris,Nichols,Demetris Nichols,1984-09-04,USA,6-8,216.0,,Forward,0,,,,2007.0,2008.0,2007,2,53
203094,Andrew,Nicholson,Andrew Nicholson,1989-12-08,Canada,6-9,250.0,44,Forward,1610612753,Magic,ORL,Orlando,2012.0,2016.0,2012,1,19
77719,Kurt,Nimphius,Kurt Nimphius,1958-03-13,USA,6-10,218.0,40,Center,1610612742,Mavericks,DAL,Dallas,1981.0,1989.0,1980,3,47
1630192,Zeke,Nnaji,Zeke Nnaji,2001-01-09,USA,6-9,240.0,22,Forward-Center,1610612743,Nuggets,DEN,Denver,2020.0,2022.0,2020,1,22
200786,David,Noel,David Noel,1984-02-27,USA,6-6,230.0,34,Forward-Guard,1610612749,Bucks,MIL,Milwaukee,2006.0,2006.0,2006,2,39
999,Jeff,Nordgaard,Jeff Nordgaard,1973-02-23,USA,6-7,225.0,,Forward,0,,,,1997.0,1997.0,1996,2,53
77731,Audie,Norris,Audie Norris,1960-12-18,USA,6-9,230.0,24,Center,1610612757,Trail Blazers,POR,Portland,1982.0,1984.0,1982,2,37
200779,Steve,Novak,Steve Novak,1983-06-13,USA,6-10,225.0,,Forward,0,,,,2006.0,2016.0,2006,2,32
1629669,Jaylen,Nowell,Jaylen Nowell,1999-07-09,USA,6-4,201.0,4,Guard,1610612750,Timberwolves,MIN,Minnesota,2019.0,2022.0,2019,2,43
1629134,Kendrick,Nunn,Kendrick Nunn,1995-08-03,USA,6-3,190.0,12,Guard,1610612764,Wizards,WAS,Washington,2018.0,2022.0,Undrafted,Undrafted,Undrafted
203263,James,Nunnally,James Nunnally,1990-07-14,USA,6-7,205.0,21,Forward,1610612755,76ers,PHI,Philadelphia,2013.0,2020.0,Undrafted,Undrafted,Undrafted
1628021,David,Nwaba,David Nwaba,1993-01-14,USA,6-5,219.0,2,Guard-Forward,1610612745,Rockets,HOU,Houston,2016.0,2021.0,Undrafted,Undrafted,Undrafted
1525,Charles,O'Bannon,Charles O'Bannon,1975-02-22,USA,6-5,209.0,5,Guard,1610612765,Pistons,DET,Detroit,1997.0,1998.0,1997,2,31
1626266,JJ,O'Brien,JJ O'Brien,1992-04-08,USA,6-7,220.0,,Forward,0,,,,2015.0,2015.0,Undrafted,Undrafted,Undrafted
203948,Johnny,O'Bryant III,Johnny O'Bryant III,1993-06-01,USA,6-9,257.0,,Forward,0,,,,2014.0,2017.0,2014,2,36
77754,Mike,O'Koren,Mike O'Koren,1958-02-07,USA,6-7,207.0,31,Forward,1610612751,Nets,NJN,New Jersey,1980.0,1987.0,1980,1,6
406,Shaquille,O'Neal,Shaquille O'Neal,1972-03-06,USA,7-1,325.0,34,Center,1610612747,Lakers,LAL,Los Angeles,1992.0,2010.0,1992,1,1
1626220,Royce,O'Neale,Royce O'Neale,1993-06-05,USA,6-6,226.0,00,Forward,1610612751,Nets,BKN,Brooklyn,2017.0,2022.0,Undrafted,Undrafted,Undrafted
203124,Kyle,O'Quinn,Kyle O'Quinn,1990-03-26,USA,6-9,250.0,9,Center-Forward,1610612752,Knicks,NYK,New York,2012.0,2019.0,2012,2,49
77776,Dan,O'Sullivan,Dan O'Sullivan,1968-03-03,USA,6-10,250.0,,,1610612762,Jazz,UTA,Utah,1990.0,1995.0,Undrafted,Undrafted,Undrafted
201141,Greg,Oden,Greg Oden,1988-01-22,USA,7-0,273.0,20,Center,1610612757,Trail Blazers,POR,Portland,2007.0,2013.0,2007,1,1
1885,Lamar,Odom,Lamar Odom,1979-11-06,USA,6-10,230.0,,Forward,1610612747,Lakers,LAL,Los Angeles,1999.0,2013.0,1999,1,4
203317,Tim,Ohlbrecht,Tim Ohlbrecht,1988-08-30,Germany,6-11,255.0,14,Center-Forward,1610612745,Rockets,HOU,Houston,2012.0,2012.0,Undrafted,Undrafted,Undrafted
2731,Emeka,Okafor,Emeka Okafor,1982-09-28,USA,6-10,255.0,50,Center,1610612766,Bobcats,CHA,Charlotte,2004.0,2017.0,2004,1,2
1626143,Jahlil,Okafor,Jahlil Okafor,1995-12-15,USA,6-10,270.0,13,Center-Forward,1610612755,76ers,PHI,Philadelphia,2015.0,2020.0,2015,1,3
1629059,Elie,Okobo,Elie Okobo,1997-10-23,France,6-3,190.0,2,Forward-Guard,1610612756,Suns,PHX,Phoenix,2018.0,2019.0,2018,2,31
1630168,Onyeka,Okongwu,Onyeka Okongwu,2000-12-11,USA,6-9,240.0,17,Forward-Center,1610612737,Hawks,ATL,Atlanta,2020.0,2022.0,2020,1,6
1630171,Isaac,Okoro,Isaac Okoro,2001-01-26,USA,6-5,225.0,35,Forward-Guard,1610612739,Cavaliers,CLE,Cleveland,2020.0,2022.0,2020,1,5
1629644,KZ,Okpala,KZ Okpala,1999-04-28,USA,6-8,215.0,,Forward-Guard,0,,,,2019.0,2022.0,2019,2,32
2246,Mehmet,Okur,Mehmet Okur,1979-05-26,Turkey,6-11,260.0,,Center,0,,,,2002.0,2011.0,2001,2,37
165,Hakeem,Olajuwon,Hakeem Olajuwon,1963-01-21,Nigeria,7-0,255.0,34,Center,1610612745,Rockets,HOU,Houston,1984.0,2002.0,1984,1,1
77757,Jawann,Oldham,Jawann Oldham,1957-07-04,USA,7-0,215.0,22,Center,1610612741,Bulls,CHI,Chicago,1980.0,1990.0,1980,2,41
1628419,Cameron,Oliver,Cameron Oliver,1996-07-11,USA,6-8,239.0,,Forward,0,,,,2020.0,2021.0,Undrafted,Undrafted,Undrafted
2352,Dean,Oliver,Dean Oliver,1978-11-05,USA,5-11,175.0,2,Guard,1610612744,Warriors,GSW,Golden State,2001.0,2002.0,Undrafted,Undrafted,Undrafted
1429,Jimmy,Oliver,Jimmy Oliver,1969-07-12,USA,6-5,205.0,,Guard,0,,,,1991.0,1998.0,1991,2,39
1630647,Eugene,Omoruyi,Eugene Omoruyi,1997-02-14,Nigeria,6-6,235.0,97,Forward,1610612765,Pistons,DET,Detroit,2021.0,2022.0,Undrafted,Undrafted,Undrafted
77771,Jose,Ortiz,Jose Ortiz,1963-10-25,USA,6-10,225.0,44,Forward,1610612762,Jazz,UTA,Utah,1988.0,1989.0,1987,1,15
202350,Daniel,Orton,Daniel Orton,1990-08-06,USA,6-10,275.0,,Center,0,,,,2010.0,2013.0,2010,1,29
1630187,Daniel,Oturu,Daniel Oturu,1999-09-20,USA,6-8,240.0,,Center,0,,,,2020.0,2021.0,2020,2,33
1626162,Kelly,Oubre Jr.,Kelly Oubre Jr.,1995-12-09,USA,6-6,203.0,12,Forward-Guard,1610612766,Hornets,CHA,Charlotte,2015.0,2022.0,2015,1,15
448,Bo,Outlaw,Bo Outlaw,1971-04-13,USA,6-8,220.0,,Forward,0,,,,1993.0,2007.0,Undrafted,Undrafted,Undrafted
77,Doug,Overton,Doug Overton,1969-08-03,USA,6-3,190.0,24,Guard,1610612764,Bullets,WAS,Washington,1992.0,2003.0,1991,2,40
101261,Andre,Owens,Andre Owens,1980-10-31,USA,6-4,200.0,20,Guard,1610612754,Pacers,IND,Indiana,2005.0,2007.0,Undrafted,Undrafted,Undrafted
2442,Chris,Owens,Chris Owens,1979-03-01,USA,6-7,245.0,20,Forward,1610612763,Grizzlies,MEM,Memphis,2002.0,2002.0,2002,2,47
77785,Keith,Owens,Keith Owens,1969-05-31,USA,6-7,225.0,25,Forward,1610612747,Lakers,LAL,Los Angeles,1991.0,1991.0,Undrafted,Undrafted,Undrafted
202082,Larry,Owens,Larry Owens,1983-01-08,USA,6-7,210.0,,Forward-Guard,0,,,,2010.0,2011.0,Undrafted,Undrafted,Undrafted
1629745,Tariq,Owens,Tariq Owens,1995-06-30,USA,6-10,205.0,41,Forward,1610612756,Suns,PHX,Phoenix,2019.0,2019.0,Undrafted,Undrafted,Undrafted
77786,Tom,Owens,Tom Owens,1949-06-28,USA,6-10,215.0,44,Center,1610612757,Trail Blazers,POR,Portland,1976.0,1982.0,1971,4,58
2071,Olumide,Oyedeji,Olumide Oyedeji,1981-05-11,Nigeria,,,,,0,,,,2000.0,2007.0,2000,2,42
2585,Zaza,Pachulia,Zaza Pachulia,1984-02-10,Georgia,6-11,270.0,27,Center,1610612737,Hawks,ATL,Atlanta,2003.0,2018.0,2003,2,42
123,Robert,Pack,Robert Pack,1969-02-03,USA,6-2,190.0,,Guard,0,,,,1991.0,2003.0,Undrafted,Undrafted,Undrafted
77789,Gerald,Paddio,Gerald Paddio,1965-04-21,USA,6-7,205.0,4,Forward,1610612739,Cavaliers,CLE,Cleveland,1990.0,1993.0,1988,3,74
1909,Scott,Padgett,Scott Padgett,1976-04-19,USA,6-9,240.0,,Forward,0,,,,1999.0,2006.0,1999,1,28
1629873,Jaysean,Paige,Jaysean Paige,1994-07-30,USA,6-2,200.0,,Guard,0,,,,2021.0,2021.0,Undrafted,Undrafted,Undrafted
1627779,Marcus,Paige,Marcus Paige,1993-09-11,USA,6-0,164.0,4,Guard,1610612766,Hornets,CHA,Charlotte,2017.0,2017.0,2016,2,55
1629309,Trayvon,Palmer,Trayvon Palmer,1994-11-13,USA,6-6,200.0,,Guard,0,,,,2021.0,2021.0,Undrafted,Undrafted,Undrafted
1950,Andy,Panko,Andy Panko,1977-11-29,USA,6-9,245.0,,Forward,0,,,,2000.0,2000.0,Undrafted,Undrafted,Undrafted
1627834,Georgios,Papagiannis,Georgios Papagiannis,1997-07-03,Greece,7-1,240.0,19,Center,1610612758,Kings,SAC,Sacramento,2016.0,2017.0,2016,1,13
203123,Kostas,Papanikolaou,Kostas Papanikolaou,1990-07-31,Greece,6-8,235.0,,Forward,0,,,,2014.0,2015.0,2012,2,48
2470,Smush,Parker,Smush Parker,1981-06-01,USA,6-4,190.0,1,Guard,1610612747,Lakers,LAL,Los Angeles,2002.0,2007.0,Undrafted,Undrafted,Undrafted
